latin_name
Antennaria luzuloides
Antennaria media
Antennaria microphylla
Antennaria monocephala
Antennaria neglecta
Antennaria pallida
Antennaria parvifolia
Antennaria pulcherrima
Antennaria pulvinata
Antennaria racemosa
Antennaria rosea
Antennaria umbrinella
Antennulariella lichenisata
Antepirrhoe atrifasciata
Antepirrhoe fasciata
Antepirrhoe semiatrata
Anthaxia aeneogaster
Anthaxia aenescens
Anthaxia caseyi
Anthaxia deleta
Anthaxia inornata
Anthaxia porella
Anthaxia prasina
Anthaxia retifer
Anthelia julacea
Anthelia juratzkana
Anthemis arvensis
Anthemis cotula
Antheraea polyphemus
Antherophagus ochraceus
Antherophagus pallidivestis
Antherophagus suturalis
Anthicus bellulus
Anthicus biguttulus
Anthicus cervinus
Anthicus coracinus
Anthicus cribratus
Anthicus ephippium
Anthicus flavicans
Anthicus hastatus
Anthicus lecontei
Anthicus lutulentus
Anthicus nanus
Anthicus praeceps
Anthicus punctulatus
Anthidiellum notatum
Anthidium atrifrons
Anthidium clypeodentatum
Anthidium emarginatum
Anthidium formosum
Anthidium manicatum
Anthidium mormonum
Anthidium palliventre
Anthidium tenuiflorae
Anthidium utahense
Antho graceae
Antho illgi
Antho karykina
Antho lambei
Anthobium clarkae
Anthobium fimetarium
Anthobium occiduum
Anthobium reflexicolle
Anthobium sinuosum
Anthoceros fusiformis
Anthocharis julia
Anthomastus cf.
Anthonomus albus
Anthonomus confusus
Anthonomus consors
Anthonomus corvulus
Anthonomus deceptus
Anthonomus extensus
Anthonomus haematopus
Anthonomus hirtus
Anthonomus lecontei
Anthonomus melancholicus
Anthonomus nebulosus
Anthonomus ochreopilosus
Anthonomus quadrigibbus
Anthonomus quesnelensis
Anthonomus rubidus
Anthonomus rubricus
Anthonomus signatus
Anthonomus squamosus
Anthonomus suturalis
Anthophila alpinella
Anthophora bomboides
Anthophora californica
Anthophora crotchii
Anthophora edwardsii
Anthophora occidentalis
Anthophora pacifica
Anthophora peritomae
Anthophora porterae
Anthophora terminalis
Anthophora urbana
Anthophora ursina
Anthoporia albobrunnea
Anthoptilum grandiflorum
Anthothela pacifica
Anthoxanthum aristatum
Anthoxanthum hirtum
Anthoxanthum monticola
Anthoxanthum odoratum
Anthracobia macrocystis
Anthracobia maurilabra
Anthracobia melaloma
Anthrax argentatus
Anthrax cascadensis
Anthrax georgicus
Anthrax irroratus
Anthrax melanopogon
Anthrax picea
Anthrax plesius
Anthrax stellans
Anthrenus blanci
Anthrenus lepidus
Anthrenus scrophulariae
Anthrenus verbasci
Anthriscus caucalis
Anthriscus cerefolium
Anthriscus sylvestris
Anthropoides virgo
Anthus cervinus
Anthus rubescens
Anthus spragueii
Anticlea elegans
Anticlea multiferata
Anticlea occidentalis
Anticlea vasiliata
Antigone canadensis
Antimora microlepis
Antipathes sp.
Antispila freemani
Antistea brunnea
Antitrichia californica
Antitrichia curtipendula
Antrodia albida
Antrodia gossypium
Antrodia heteromorpha
Antrodia mappa
Antrodia ramentacea
Antrodia xantha
Antrodiaetus cerberus
Antrodiaetus hageni
Antrodiaetus pacificus
Antrodiaetus pugnax
Antrodiella canadensis
Antrodiella romellii
Antrodiella semisupina
Antrostomus arizonae
Antrostomus vociferus
Antrozous pallidus
Anurida maritima
Anurida polaris
Anurophorus pacificus
Anurophorus septentrionalis
Anurophorus sorosi
Anurophorus trisensillus
Anyphaena aperta
Anyphaena pacifica
Anzina carneonivea
Aongstroemia longipes
Apamea acera
Apamea alia
Apamea amputatrix
Apamea antennata
Apamea atriclava
Apamea centralis
Apamea cinefacta
Apamea cogitata
Apamea commoda
Apamea contradicta
Apamea cuculliformis
Apamea devastator
Apamea impulsa
Apamea indocilis
Apamea inficita
Apamea inordinata
Apamea longula
Apamea lutosa
Apamea maxima
Apamea niveivenosa
Apamea occidens
Apamea plutonia
Apamea scoparia
Apamea sora
Apamea sordens
Apamea spaldingi
Apamea unanimis
Apamea vultuosa
Apamea zeta
Apatania alberta
Apatania shoshone
Apatania sorex
Apatania zonella
Apatolestes comastes
Apera interrupta
Aphaenogaster boulderensis
Aphaenogaster occidentalis
Aphanes arvensis
Aphanes australis
Aphanes occidentalis
Aphanobasidium filicinum
Aphanobasidium pseudotsugae
Aphanopus carbo
Aphelia alleniana
Aphelia koebelei
Aphelocoma californica
Aphileta microtarsa
Aphileta misera
Aphodius fimetarius
Aphoebantus mus
Aphorista laeta
Aphragmus eschscholtzianus
Aphrocallistes vastus
Aphroditeola olida
Aphthona cyparissiae
Aphthona czwalinae
Aphthona flava
Aphthona nigriscutis
Aphyllon californicum
Aphyllon corymbosum
Aphyllon fasciculatum
Aphyllon ludovicianum
Aphyllon pinorum
Aphyllon purpureum
Aphyllon uniflorum
Apiocera barri
Apion antennatum
Apis mellifera
Aplectoides condita
Aplexa elongata
Aplocera plagiata
Aploderus linearis
Aplodontia rufa
Aplysilla polyraphis
Apochthonius minimus
Apocynum androsaemifolium
Apocynum cannabinum
Apocynum x floribundum
Apodemia mormo
Apodichthys flavidus
Apodichthys fucorum
Apodrepanulatrix litaria
Apollophanes margareta
Apolysis mitis
Apolysis sigma
Apomyelois bistriatella
Apopellia alpicola
Aporrectodea limicola
Aporrectodea longa
Aporrectodea rosea
Aporrectodea trapezoides
Aporrectodea tuberculata
Aporrectodea turgida
Apostenus ducati
Apostichopus californicus
Apostichopus leukothele
Apote robusta
Apotomis apateticana
Apotomis bifida
Apotomis capreana
Apotomis deceptana
Apotomis frigidana
Apotomis funerea
Apotomis infida
Apotomis removana
Apotomis spinulana
Apotomis tertiana
Apotomops wellingtoniana
Apotreubia hortoniae
Apristurus brunneus
Apristus constrictus
Apristus pugetanus
Apteroloma caraboides
Apteroloma tenuicorne
Apterona helicoidella
Aptocyclus ventricosus
Aquila chrysaetos
Aquilegia brevistyla
Aquilegia flavescens
Aquilegia formosa
Aquilegia vulgaris
Arabidopsis lyrata
Arabidopsis thaliana
Arabis eschscholtziana
Arabis nuttallii
Arabis pycnocarpa
Araecerus fasciculatus
Araeopidius monachus
Aralia nudicaulis
Araneus corticarius
Araneus diadematus
Araneus gemma
Araneus gemmoides
Araneus iviei
Araneus marmoreus
Araneus montereyensis
Araneus nordmanni
Araneus saevus
Araneus trifolium
Araneus washingtoni
Araniella displicata
Araniella proxima
Arbutus menziesii
Arceuthobium americanum
Arceuthobium campylopodum
Arceuthobium douglasii
Arceuthobium laricis
Arceuthobium tsugense
Archiboreoiulus pallidus
Archiearis infans
Archilestes californicus
Archilochus alexandri
Archilochus colubris
Archips alberta
Archips argyrospila
Archips cerasivorana
Archips dissitana
Archips eleagnana
Archips fervidana
Archips mortuana
Archips negundana
Archips oporana
Archips packardiana
Archips purpurana
Archips rosana
Archips striana
Archips tsuganus
Arctagrostis latifolia
Arctanthemum arcticum
Arctella lapponica
Arcteranthis cooleyae
Arctia caja
Arctia opulenta
Arctiostrotus perrieri
Arctiostrotus vancouverensis
Arctium lappa
Arctium minus
Arctoa fulvella
Arctobius agelenoides
Arctobyrrhus subcanus
Arctogeophilus insularis
Arctomia delicatula
Arctoparmelia centrifuga
Arctoparmelia incurva
Arctoparmelia separata
Arctoparmelia subcentrifuga
Arctophila fulva
Arctopoa eminens
Arctopora pulchella
Arctopsyche grandis
Arctosa alpigena
Arctosa emertoni
Arctosa insignita
Arctosa littoralis
Arctosa perita
Arctosa raptor
Arctosa rubicunda
Arctostaphylos columbiana
Arctostaphylos uva-ursi
Arctostaphylos x media
Arctous alpinus
Arctous ruber
Arctous rubra
Arctozenus risso
Arcuphantes arcuatulus
Arcuphantes sylvaticus
Arcynopteryx dichroa
Ardea alba
Ardea herodias
Ardenna bulleri
Ardenna carneipes
Ardenna creatopus
Ardenna gravis
Ardenna grisea
Ardenna tenuirostris
Arenaria interpres
Arenaria longipedunculata
Arenaria melanocephala
Arenaria serpyllifolia
Argas cooleyi
Argas persicus
Argenna obesa
Argenna yakima
Argia emma
Argia vivida
Argiope trifasciata
Argis alaskensis
Argis crassa
Argis dentata
Argis lar
Argis levior
Argis ovifer
Argyresthia abies
Argyresthia columbia
Argyresthia conjugella
Argyresthia cupressella
Argyresthia flexilis
Argyresthia freyella
Argyresthia goedartella
Argyresthia laricella
Argyresthia monochromella
Argyresthia oreasella
Argyresthia picea
Argyresthia pruniella
Argyresthia pseudotsuga
Argyresthia pygmaeella
Argyresthia quadristrigella
Argyresthia tsuga
Argyropelecus sladeni
Argyroploce dalecarliana
Argyrotaenia burroughsi
Argyrotaenia dorsalana
Argyrotaenia franciscana
Argyrotaenia gogana
Argyrotaenia occultana
Argyrotaenia pinatubana
Argyrotaenia provana
Argyrotaenia tabulana
Argyrotaenia velutinana
Arhopalus asperatus
Arhopalus foveicollis
Arhopalus productus
Ariolimax columbianus
Arion circumscriptus
Arion distinctus
Arion fasciatus
Arion hortensis
Arion intermedius
Arion rufus
Arion silvaticus
Arion subfuscus
Aristida purpurea
Aristostomias scintillans
Aristotelia devexella
Aristotelia fungivorella
Aristotelia isopelta
Aristotelia roseosuffusella
Aristotelia rubidella
Armeria maritima
Armillaria cepistipes
Armillaria gallica
Armillaria gemina
Armillaria nabsnona
Armillaria ostoyae
Armillaria sinapina
Armillaria solidipes
Armoracia rusticana
Arnellia fennica
Arnica angustifolia
Arnica chamissonis
Arnica cordifolia
Arnica fulgens
Arnica gracilis
Arnica griscomii
Arnica lanceolata
Arnica latifolia
Arnica lessingii
Arnica lonchophylla
Arnica longifolia
Arnica louiseana
Arnica mollis
Arnica ovata
Arnica parryi
Arnica rydbergii
Arnica sororia
Aroga websteri
Arpedium cribratum
Arphia conspersa
Arphia pseudonietana
Arrhenatherum elatius
Arrhenia acerosa
Arrhenia auriscalpium
Arrhenia chlorocyanea
Arrhenia epichysium
Arrhenia fusconigra
Arrhenia hohensis
Arrhenia lobata
Arrhenia obscurata
Arrhenia onisca
Arrhenia retiruga
Arrhenia spathulata
Arrhenia sphagnicola
Arrhenia velutipes
Arrhenopeplus tesserula
Arrhopalites caecus
Arrhopalites hirtus
Arrhopalites japonicus
Arta epicoenalis
Arta statalis
Artedius fenestralis
Artedius harringtoni
Artedius lateralis
Artemisia absinthium
Artemisia alaskana
Artemisia biennis
Artemisia borealis
Artemisia campestris
Artemisia douglasiana
Artemisia dracunculus
Artemisia frigida
Artemisia furcata
Artemisia herriotii
Artemisia lindleyana
Artemisia ludoviciana
Artemisia michauxiana
Artemisia norvegica
Artemisia princeps
Artemisia suksdorfii
Artemisia tilesii
Artemisia tridentata
Artemisia tripartita
Artemisia vulgaris
Artemisiospiza nevadensis
Arthonia anombrophila
Arthonia apatetica
Arthonia arthonioides
Arthonia biatoricola
Arthonia calcarea
Arthonia didyma
Arthonia dispersa
Arthonia dispuncta
Arthonia excipienda
Arthonia glebosa
Arthonia helvola
Arthonia hypobela
Arthonia ilicina
Arthonia incarnata
Arthonia lapidicola
Arthonia ligniariella
Arthonia macounii
Arthonia mediella
Arthonia meridionalis
Arthonia norvegica
Arthonia patellulata
Arthonia phaeobaea
Arthonia polygramma
Arthonia pyrrhuliza
Arthonia radiata
Arthonia spadicea
Arthonia stellaris
Arthonia susa
Arthonia tetramera
Arthonia vinosa
Arthopyrenia analepta
Arthopyrenia cerasi
Arthopyrenia cinereopruinosa
Arthopyrenia plumbaria
Arthothelium lirellans
Arthothelium scandinavicum
Arthothelium spectabile
Arthrorhaphis alpina
Arthrorhaphis citrinella
Artochia productifrons
Artomyces piperatus
Arum italicum
Aruncus dioicus
Asagena americana
Asahinea scholanderi
Asaphidion yukonense
Asaphocrita aphidiella
Asaphocrita irenica
Asarum caudatum
Asbestopluma biserialis
Asbestopluma ramosa
Ascalapha odorata
Ascaphus montanus
Ascaphus truei
Ascelichthys rhodorus
Asclepias speciosa
Asclera discolor
Asclera excavata
Asclera nigra
Ascobolus furfuraceus
Ascobolus hansenii
Ascobolus michaudii
Ascocoryne constricta
Ascocoryne cylichnium
Ascocoryne inflata
Ascocoryne sarcoides
Asemichthys taylori
Asemobius caelatus
Asemoplus montanus
Asemum caseyi
Asemum nitidum
Asemum striatum
Aseptis adnixa
Aseptis binotata
Aseptis characta
Aseptis fumosa
Ashmeadiella bucconis
Ashmeadiella cactorum
Ashmeadiella californica
Ashmeadiella cubiceps
Asio flammeus
Asio otus
Asiocnemis basalis
Asiocnemis hospitalis
Asiocnemis nitens
Askellia elegans
Askellia pygmaea
Asparagus officinalis
Asperugo procumbens
Aspicilia anseris
Aspicilia aquatica
Aspicilia berntii
Aspicilia caesiopruinosa
Aspicilia candida
Aspicilia cinerea
Aspicilia delimitata
Aspicilia disserpens
Aspicilia epiglypta
Aspicilia fimbriata
Aspicilia gibbosula
Aspicilia grisea
Aspicilia inornata
Aspicilia karelica
Aspicilia laxula
Aspicilia mansourii
Aspicilia montana
Aspicilia mutabilis
Aspicilia obscurata
Aspicilia pacifica
Aspicilia reptans
Aspicilia rolleana
Aspicilia rosulata
Aspicilia ryrkaipiae
Aspicilia sipeana
Aspicilia subplicigera
Aspicilia supertegens
Aspicilia verrucigera
Aspiciliella intermutans
Aspidotis densa
Aspilidea myrinii
Aspitates aberrata
Asplenium adulterinum
Asplenium trichomanes
Asplenium viride
Aspropaxillus septentrionalis
Astenus cinctus
Astenus longiusculus
Aster alpinus
Asterella lindenbergiana
Asterodon ferruginosus
Asterophora lycoperdoides
Asterophora parasitica
Asterostroma andinum
Asterostroma cervicolor
Astraeus hygrometricus
Astragalus agrestis
Astragalus alpinus
Astragalus americanus
Astragalus australis
Astragalus beckwithii
Astragalus bourgovii
Astragalus canadensis
Astragalus cicer
Astragalus collinus
Astragalus crassicarpus
Astragalus drummondii
Astragalus eucosmus
Astragalus falcatus
Astragalus filipes
Astragalus laxmannii
Astragalus lentiginosus
Astragalus lotiflorus
Astragalus microcystis
Astragalus miser
Astragalus missouriensis
Astragalus nutzotinensis
Astragalus purshii
Astragalus robbinsii
Astragalus sclerocarpus
Astragalus spaldingii
Astragalus tenellus
Astragalus umbellatus
Astragalus vexilliflexus
Astrophanes adonis
Astrosporina graveolens
Astrotischeria occidentalis
Asynarchus aldinus
Asynarchus batchawanus
Asynarchus cinnamoneus
Asynarchus lapponicus
Asynarchus montanus
Asynarchus mutatus
Atalopedes campestris
Athallia cerinelloides
Athallia holocarpa
Athallia pyracea
Athallia vitellinula
Athelia bombacina
Athelia cystidiolophora
Athelia decipiens
Athelia epiphylla
Athelia fibulata
Athelia neuhoffii
Athelia salicum
Athelia scutellaris
Atheliachaete sanguinea
Athelopsis subinconspicua
Athene cunicularia
Atheniella adonis
Atheniella aurantiidisca
Atheniella flavoalba
Atheresthes stomias
Atherinops affinis
Atheta basicornis
Atheta brumalis
Atheta celata
Atheta cheersae
Atheta concessa
Atheta districta
Atheta fanatica
Atheta formalis
Atheta frosti
Atheta graminicola
Atheta hampshirensis
Atheta holmbergi
Atheta irrupta
Atheta keeni
Atheta klagesi
Atheta longicornis
Atheta metlakatlana
Atheta nescia
Atheta pacifica
Atheta picipennis
Atheta platonoffi
Atheta prudhoensis
Atheta relicta
Atheta remulsa
Atheta ringi
Atheta rurigena
Atheta stercoris
Atheta strigosula
Atheta subrugosa
Atheta surgens
Atheta ventricosa
Atheta vicaria
Atholus bimaculatus
Athous imitans
Athous nigropilis
Athous rufiventris
Athous scissus
Athous sierrae
Athous vittiger
Athrips rancidella
Athyrium distentifolium
Athyrium filix-femina
Athysanus pusillus
Atimia confusa
Atimia hoppingi
Atocion armeria
Atomaria atrata
Atomaria capitata
Atomaria ephippiata
Atomaria kamtschatica
Atomaria laetula
Atomaria longipennis
Atomaria nubipennis
Atomaria planulata
Atomaria pusilla
Atomaria quadricollis
Atomaria stricticollis
Atomaria subdentata
Atomaria vespertina
Atoposmia abjecta
Atoposmia copelandica
Atractoscion nobilis
Atractosporocybe inornata
Atrecus macrocephalus
Atrecus quadripennis
Atrichum flavisetum
Atrichum selwynii
Atrichum tenellum
Atrichum undulatum
Atriplex argentea
Atriplex dioica
Atriplex gardneri
Atriplex gmelinii
Atriplex hortensis
Atriplex longipes
Atriplex micrantha
Atriplex oblongifolia
Atriplex patula
Atriplex prostrata
Atriplex rosea
Atriplex truncata
Atropellis pinicola
Atropellis piniphila
Attagenus pellio
Attagenus schaefferi
Attagenus unicolor
Attalus morulus
Attalus nigrellus
Attalus nigrinus
Attenella margarita
Attinella dorsata
Attulus ammophilus
Attulus fasciger
Attulus finschi
Attulus floricola
Attulus striatus
Atylotus calcar
Atylotus insuetus
Atylotus tingaureus
Atyphloceras multidentatus
Aubrieta deltoidea
Aulacomnium acuminatum
Aulacomnium androgynum
Aulacomnium palustre
Aulacomnium turgidum
Auletobius congruus
Auletta krautteri
Auleutes epilobii
Aulocara elliotti
Aulonium longum
Aulonothroscus validus
Aulorhynchus flavidus
Aulosaccus schulzei
Aureoboletus flaviporus
Aureoboletus mirabilis
Auricularia auricula-judae
Auricularia mesenterica
Auricularia tenuis
Auriporia aurea
Auriscalpium vulgare
Autalia puncticollis
Autalia rivularis
Autalia truncatula
Autographa ampla
Autographa bimaculata
Autographa buraetica
Autographa californica
Autographa corusca
Autographa flagellum
Autographa mappa
Autographa metallica
