code,description,conc_conversion_flag,conc_conversion_value_multiplier,conc_conversion_unit
nmol/L,nanomoles per liter,FALSE,NA,NA
nmol/L diet,nanomoles per liter diet,FALSE,NA,NA
nmol/TI,nanomoles per tissue,FALSE,NA,NA
nmol/cm2,nanomoles per square centimeter,FALSE,NA,NA
nmol/egg,nanomoles per egg,FALSE,NA,NA
nmol/eu,nanomoles per experimental unit,FALSE,NA,NA
nmol/g,nanomoles per gram,FALSE,NA,NA
nmol/g TI,nanomoles per gram tissue,FALSE,NA,NA
nmol/g TI/h,nanomoles per g tissue per hour,FALSE,NA,NA
nmol/g bw,nanomoles per gram body weight,FALSE,NA,NA
nmol/g diet,nanomoles per gram diet,FALSE,NA,NA
nmol/g dry wt,nanomoles per gram dry weight,FALSE,NA,NA
nmol/g humus,nanomoles per gram humus,FALSE,NA,NA
nmol/g lipid,nanomoles per gram lipid,FALSE,NA,NA
nmol/g org,nanomoles per gram organism,FALSE,NA,NA
nmol/g pro,nanomoles per gram protein,FALSE,NA,NA
nmol/g pro/mi,nanomoles per gram protein per minute,FALSE,NA,NA
nmol/g ro/4 h,nanomoles per gram root per 4 hours,FALSE,NA,NA
nmol/g soil,nanomoles per gram soil,FALSE,NA,NA
nmol/g wet wt,nanomoles per gram wet weight,FALSE,NA,NA
nmol/g/30 mi,nanomoles per gram per 30 minutes,FALSE,NA,NA
nmol/g/4 mi,nanomoles per gram per 4 minutes,FALSE,NA,NA
nmol/g/h,nanomoles per gram per hour,FALSE,NA,NA
nmol/g/mi,nanomoles per gram per minute,FALSE,NA,NA
nmol/h/mg pro,nanomoles per hour per milligram protein,FALSE,NA,NA
nmol/h/ml RBC,nanomoles per hour per milliliter red blood cells,FALSE,NA,NA
nmol/kg,nanomoles per kilogram,FALSE,NA,NA
nmol/kg bdwt,nanomoles per kilogram body weight,FALSE,NA,NA
nmol/kg/mi,nanomoles per kilogram per minute,FALSE,NA,NA
nmol/mg,nanomoles per milligram,FALSE,NA,NA
nmol/mg TI,nanomoles per milligram tissue,FALSE,NA,NA
nmol/mg pro,nanomoles per milligram per protein,FALSE,NA,NA
nmol/mg pro/h,nanomoles per milligram protein per hour,FALSE,NA,NA
nmol/mg pro/mi,nanomoles per milligram protein per minute,FALSE,NA,NA
nmol/mg/15 mi,nanomoles per milligram protein per 15 minutes,FALSE,NA,NA
nmol/mg/20 mi,nanomoles per milligram protein per 20 minutes,FALSE,NA,NA
nmol/mg/h,nanomoles per milligram per hour,FALSE,NA,NA
nmol/mg/mi,nanomoles per milligram per minute,FALSE,NA,NA
nmol/mgpro/30 mi,nanomoles per milligram protein per 30 minutes,FALSE,NA,NA
nmol/mi/g,nanomoles per minute per gram,FALSE,NA,NA
nmol/mi/mg,nanomoles per minute per milligram,FALSE,NA,NA
nmol/mi/mg pro,nanomoles per minute per milligram protein,FALSE,NA,NA
nmol/mi/ml,nanomoles per minute per milliliter,FALSE,NA,NA
nmol/mi/ml RBC,nanomoles per minute per milliliter red blood cells,FALSE,NA,NA
nmol/mi/org,nanomoles per minute per organism,FALSE,NA,NA
nmol/ml,nanomoles per milliliter,FALSE,NA,NA
nmol/ml RBC/h,nanomoles per milliliter red blood cells per hour,FALSE,NA,NA
nmol/mlpro/30 mi,nanomoles per milliliter protein per 30 minutes,FALSE,NA,NA
nmol/mol,nanomoles per mole,FALSE,NA,NA
nmol/nm p450/mi,nanomoles per nanomol cytochrome P450 per minute,FALSE,NA,NA
nmol/org,nanomoles per organism,FALSE,NA,NA
nmol/org/0.5 h,nanomoles per organism per 0.5 hours,FALSE,NA,NA
nmol/org/h,nanomoles per organism per hour,FALSE,NA,NA
no,number,FALSE,NA,NA
no >15 cm,number that are greater than 15 centimeters,FALSE,NA,NA
no errors,no errors,FALSE,NA,NA
no follicles,number of follicles,FALSE,NA,NA
no sites,number of sites,FALSE,NA,NA
no/1 mi,number per 1 minute,FALSE,NA,NA
no/10 mi,number per 10 minutes,FALSE,NA,NA
no/100 WBC,number per 100 white blood cells,FALSE,NA,NA
no/100 blsm clt,number per 100 blossom cluster,FALSE,NA,NA
no/100 u2,number per 100 square microns,FALSE,NA,NA
no/100 um2,number per 100 square micrometers,FALSE,NA,NA
no/1000,number per 1000,FALSE,NA,NA
no/1000 RBCE,number per 1000 red blood cells,FALSE,NA,NA
no/1000 sperm,number per 1000 sperm,FALSE,NA,NA
no/1000 um2,number per 1000 square micrometers,FALSE,NA,NA
no/12 h,number per 12 hours,FALSE,NA,NA
no/15 mi,number per 15 minutes,FALSE,NA,NA
no/15000x field,number per 15000x field,FALSE,NA,NA
no/2.8 mm2,number per 2.8 square millimeters,FALSE,NA,NA
no/200 cells,number per 200 cells,FALSE,NA,NA
no/30 mi,number per 30 minutes,FALSE,NA,NA
no/33 lbs,number per 33 pounds,FALSE,NA,NA
no/5 mi,number per 5 minutes,FALSE,NA,NA
no/5000 cells,number per 5000 cells,FALSE,NA,NA
no/area,number per area,FALSE,NA,NA
no/cell,number per cell,FALSE,NA,NA
no/cm,number per centimeter,FALSE,NA,NA
no/d,number per day,FALSE,NA,NA
no/eu,number per experimental unit,FALSE,NA,NA
no/fm,number per female,FALSE,NA,NA
no/g,number per gram,FALSE,NA,NA
no/g soil,number per gram soil,FALSE,NA,NA
no/h,number per hour,FALSE,NA,NA
no/ha,number per hectare,FALSE,NA,NA
no/litter,number of organisms per litter,FALSE,NA,NA
no/m,number per meter,FALSE,NA,NA
no/m2,number per square meter,FALSE,NA,NA
no/mg TI,number per milligram tissue,FALSE,NA,NA
no/mi,number per minute,FALSE,NA,NA
no/mm2,number per square millimeter,FALSE,NA,NA
no/mm2 * 1e-4,number per square millimeter X 1 X 10-4,FALSE,NA,NA
no/mm3,number per cubic millimeter,FALSE,NA,NA
no/mm3 * 1e-4,number per cubic millimeter X 1 X 10 -4,FALSE,NA,NA
no/mm3 * 1e-8,number per cubic millimeter X 1 X 10 -8,FALSE,NA,NA
no/mo,number per month,FALSE,NA,NA
no/neuron *1e-3,number per neuron X 1 X 10 -3,FALSE,NA,NA
no/nuclei,number per nuclei,FALSE,NA,NA
no/org,number per organism,FALSE,NA,NA
no/org/d,number per organism per day,FALSE,NA,NA
no/panicle,numbers per panicle,FALSE,NA,NA
no/plot,number per plot,FALSE,NA,NA
no/preg FM,number per pregnant female,FALSE,NA,NA
no/sec,number per second,FALSE,NA,NA
no/section,number per section,FALSE,NA,NA
no/seed,number per seed,FALSE,NA,NA
no/sertoli cell,number per sertoli cells,FALSE,NA,NA
no/so,number per shoot,FALSE,NA,NA
nuclei:nucleoi,nuclei to nucleoi ratio,FALSE,NA,NA
oocytes,oocytes,FALSE,NA,NA
open bol/org,opened bolls per organism,FALSE,NA,NA
org,organism,FALSE,NA,NA
org conc/soil c,organism concentration per soil concentration,FALSE,NA,NA
org/0.25 ft2,organisms per 0.25 square feet,FALSE,NA,NA
org/0.25 m2,organisms per 0.25 square meters,FALSE,NA,NA
org/0.3 m,organisms per 0.3 meters,FALSE,NA,NA
org/10 m,organisms per 10 meters,FALSE,NA,NA
org/100 g soil,organisms per 100 grams soil,FALSE,NA,NA
org/200 cm3 soil,number of organisms per 200 cubic centimeters of soil,FALSE,NA,NA
org/200 m2,organisms per 200 square meters,FALSE,NA,NA
org/50 cm2,organisms per 50 square centimeters,FALSE,NA,NA
org/60 leaves,organisms per 60 leaves,FALSE,NA,NA
org/cm ro,organisms per centimeter root,FALSE,NA,NA
org/cntr,organisms per container,FALSE,NA,NA
org/d/cntr,organisms per day per container,FALSE,NA,NA
org/eu,organisms per experimental unit,FALSE,NA,NA
org/fm,organisms per female,FALSE,NA,NA
org/ft2,organisms per square foot,FALSE,NA,NA
org/g,organisms per gram,FALSE,NA,NA
org/g dry soil,organisms per gram dry soil,FALSE,NA,NA
org/g humus,organisms per gram humus,FALSE,NA,NA
org/g root,organisms per gram root,FALSE,NA,NA
org/g soil,organisms per gram soil,FALSE,NA,NA
org/ha,organisms per hectare,FALSE,NA,NA
org/kg soil,organisms per kilogram soil,FALSE,NA,NA
org/km2,organisms per square kilometer,FALSE,NA,NA
org/lit,organisms per litter,FALSE,NA,NA
org/m,organisms per meter,FALSE,NA,NA
org/m2,organisms per square meter,FALSE,NA,NA
org/mi,organisms per minute,FALSE,NA,NA
org/plot,organisms per plot,FALSE,NA,NA
org/sample,organisms per sample,FALSE,NA,NA
org/sector,number of organisms per sector,FALSE,NA,NA
org/site,organisms per site,FALSE,NA,NA
org/trap,organism per trap,FALSE,NA,NA
org/trap/d,organisms per trap per day,FALSE,NA,NA
org/tree,organisms per tree,FALSE,NA,NA
org/w>150 mmHg,organisms with blood pressure >150 millimeters mercury,FALSE,NA,NA
org/w>160 mmHg,organisms with blood pressure >160 millimeters mercury,FALSE,NA,NA
org/wk,organisms per week,FALSE,NA,NA
oz,ounces,FALSE,NA,NA
oz/10 gal/acre,ounces per 10 gallons per acre,FALSE,NA,NA
oz/100 gal,ounces per 100 gallons,FALSE,NA,NA
oz/100 gal/acre,ounces per 100 gallons per acre,FALSE,NA,NA
oz/100 lb seed,ounces per 100 pound seed,FALSE,NA,NA
oz/1000 ft,ounces per 1000 feet,FALSE,NA,NA
oz/1000 ft2,ounces per 1000 square feet,FALSE,NA,NA
oz/1000 ft3,ounces per 1000 cubic feet,FALSE,NA,NA
oz/2.5 gal,ounces per 2.5 gallons,FALSE,NA,NA
oz/20 gal/acre,ounces per 20 gallons per acre,FALSE,NA,NA
oz/3 gal,ounces per 3 gallons,FALSE,NA,NA
oz/305 m,ounces per 305 meters,FALSE,NA,NA
oz/60 gal/acre,ounces per 60 gallons per acre,FALSE,NA,NA
oz/acre,ounces per acre,FALSE,NA,NA
oz/bu,ounces per bushel,FALSE,NA,NA
oz/cwt,ounces per hundred weight,FALSE,NA,NA
oz/cwt sd,ounces per hundred weight seed,FALSE,NA,NA
oz/ft2,ounces per square feet,FALSE,NA,NA
oz/gal,ounces per gallon,FALSE,NA,NA
oz/lb,ounces per pound,FALSE,NA,NA
oz/lb sd,ounces per pound seed,FALSE,NA,NA
oz/org,ounces per organism,FALSE,NA,NA
pCi/L,picoCuries per liter,FALSE,NA,NA
pCi/g,picoCuries per gram,FALSE,NA,NA
pCi/ml,picoCuries per milliliter,FALSE,NA,NA
pH,pH,FALSE,NA,NA
pM,picoMolar,FALSE,NA,NA
pair,pair,FALSE,NA,NA
pc,permeability constant,FALSE,NA,NA
pecks/s,pecks per second,FALSE,NA,NA
pellet/d,pellets per day,FALSE,NA,NA
pellet/org/d,pellets per organism per day,FALSE,NA,NA
pellets,pellets,FALSE,NA,NA
pg,picograms,FALSE,NA,NA
pg TE/g egg,picograms Toxic Equivalent per gram egg,FALSE,NA,NA
pg/TI,picograms per tissue,FALSE,NA,NA
pg/cell,picograms per cell,FALSE,NA,NA
pg/cm2,picograms per square centimeter,FALSE,NA,NA
pg/dm3,picograms per cubic decimeter,FALSE,NA,NA
pg/g,picograms per gram,FALSE,NA,NA
pg/g TI,picograms per gram tissue,FALSE,NA,NA
pg/g diet,picograms per gram diet,FALSE,NA,NA
pg/g egg,picograms per gram egg,FALSE,NA,NA
pg/g wet wt,picograms per gram wet weight,FALSE,NA,NA
pg/kg bdwt/d,picograms per kilogram body weight per day,FALSE,NA,NA
pg/kg egg,picograms per kilogram egg,FALSE,NA,NA
pg/mg TE,picograms per milligram Toxic Equivalences,FALSE,NA,NA
pg/mg org,picograms per milligram org,FALSE,NA,NA
pg/mi,picograms per minute,FALSE,NA,NA
pg/ml,picograms per milliliter,FALSE,NA,NA
pg/org,picograms per organism,FALSE,NA,NA
pg/ug protein,picograms per microgram protein,FALSE,NA,NA
pg/ul,picograms per microliter,FALSE,NA,NA
pmol,picomoles,FALSE,NA,NA
pmol/L,picomoles per liter,FALSE,NA,NA
pmol/cell,picomoles per cell,FALSE,NA,NA
pmol/egg,picomoles per egg,FALSE,NA,NA
pmol/g,picomoles per gram,FALSE,NA,NA
pmol/g bdwt,picomoles per gram body weight,FALSE,NA,NA
pmol/g egg,picomoles per gram egg,FALSE,NA,NA
pmol/g/mi,picomoles per gram per minute,FALSE,NA,NA
pmol/hr/mg,picomoles per hour per milligram,FALSE,NA,NA
pmol/kg egg,picomoles per kilogram egg,FALSE,NA,NA
pmol/mg,picomoles per milligram,FALSE,NA,NA
pmol/mg pro,picomoles per milligram protein,FALSE,NA,NA
pmol/mg pro/h,picomoles per milligram protein per hour,FALSE,NA,NA
pmol/mg pro/mi,picomoles per milligram protein per minute,FALSE,NA,NA
pmol/mg/10 mi,picomoles per milligram per 10 minutes,FALSE,NA,NA
pmol/mg/30 mi,picomoles per milligram protein per 30 minutes,FALSE,NA,NA
pmol/mg/d,picomoles per milligram per day,FALSE,NA,NA
pmol/mg/h,picomoles per milligram per hour,FALSE,NA,NA
pmol/mg/mi,picomoles per milligram per minute,FALSE,NA,NA
pmol/mg/nmol r,picomoles per milligram per nanomol rhodopsin,FALSE,NA,NA
pmol/mi/g TI,picomoles per minute per gram tissue,FALSE,NA,NA
pmol/mi/mg pro,picomoles per minute per milligram protein,FALSE,NA,NA
pmol/ml,picomoles per milliliter,FALSE,NA,NA
pmol/nl,picomoles per nanoliter,FALSE,NA,NA
pmol/nm p450/mi,picomoles per nanomol cytochrome P450 per minute,FALSE,NA,NA
pmol/org,picomoles per organism,FALSE,NA,NA
ppb diet,parts per billion diet,FALSE,NA,NA
ppb dry wt,parts per billion dry weight,FALSE,NA,NA
ppb/2 H/org,parts per billion per two hours per organism,FALSE,NA,NA
ppb/ml,parts per billion per milliliter,FALSE,NA,NA
pphr,parts per hundred rubber,FALSE,NA,NA
ppm H2O,parts per million water,FALSE,NA,NA
ppm diet,parts per million diet,FALSE,NA,NA
ppm diet/d,parts per million diet per day,FALSE,NA,NA
ppm dry wt,parts per million dry weight,FALSE,NA,NA
ppm dw diet,parts per million dry weight diet,FALSE,NA,NA
ppm for 36 hr,parts per million per 36 hours,FALSE,NA,NA
ppm soil,parts per million soil,FALSE,NA,NA
ppm solvent,parts per million in solvent,FALSE,NA,NA
ppm w/w,parts per million weight per weight,FALSE,NA,NA
ppm w/w diet,parts per million weight per weight diet,FALSE,NA,NA
ppm wet wt diet,parts per million wet weight diet,FALSE,NA,NA
ppm-d,parts per million day,FALSE,NA,NA
ppm-hour,parts per million hour,FALSE,NA,NA
ppm/100 g bdwt/d,parts per million per 100 grams body weight per day,FALSE,NA,NA
ppm/L,parts per million per liter,FALSE,NA,NA
ppm/d,parts per million per day,FALSE,NA,NA
ppm/d/kg bdwt,parts per million per day per kilogram body weight,FALSE,NA,NA
ppm/eu,parts per million per experimental unit,FALSE,NA,NA
ppm/g bdwt,parts per million per gram body weight,FALSE,NA,NA
ppm/g diet,parts per million per gram diet,FALSE,NA,NA
ppm/gal,parts per million per gallon,FALSE,NA,NA
ppm/mi,parts per million per minute,FALSE,NA,NA
ppm/ml,parts per million per milliter,FALSE,NA,NA
ppm/org,parts per million per organism,FALSE,NA,NA
ppmv,parts per million by volume,FALSE,NA,NA
ppmv/eu,parts per million by weight per pot,FALSE,NA,NA
ppmw,parts per million by weight,FALSE,NA,NA
ppmw diet,parts per million by weight diet,FALSE,NA,NA
prdt/mi/mg pro,product formed per minute per milligram protein,FALSE,NA,NA
pt,pints,FALSE,NA,NA
pt/100 ft2,pints per 100 square feet,FALSE,NA,NA
pt/100 gal,pints per 100 gallons,FALSE,NA,NA
pt/acre,pints per acre,FALSE,NA,NA
pt/gal,pints per gallon,FALSE,NA,NA
ptm,parts per thousand million,FALSE,NA,NA
q/ha,quintals per hectare,FALSE,NA,NA
qt/100 gal,quarts per 100 gallons,FALSE,NA,NA
qt/acre,quarts per acre,FALSE,NA,NA
qt/gal,quarts per gallon,FALSE,NA,NA
rate/100 org,rate per 100 organisms,FALSE,NA,NA
rate/mi,rate per minute,FALSE,NA,NA
rev,revolutions,FALSE,NA,NA
rev/5 h,revolutions per 5 hours,FALSE,NA,NA
rgv,relative gray value,FALSE,NA,NA
ro:so,root to shoot ratio,FALSE,NA,NA
rpm,revolutions per minute,FALSE,NA,NA
s,seconds,FALSE,NA,NA
s/12 rpm,seconds per 12 revolutions per minute,FALSE,NA,NA
s/16 rpm,seconds per 16 revolutions per minute,FALSE,NA,NA
s/8 rpm,seconds per 8 revolutions per minute,FALSE,NA,NA
s/g,seconds per gram,FALSE,NA,NA
s/h,seconds per hour,FALSE,NA,NA
sd/org/d,seeds per organism per day,FALSE,NA,NA
sessions,sessions,FALSE,NA,NA
sgth:thik,Strength to thickness ratio,FALSE,NA,NA
sgth:wght,Strength to weight ratio,FALSE,NA,NA
sigma u/100 ml,sigma units per 100 milliliters,FALSE,NA,NA
so/ft2,shoots per square foot,FALSE,NA,NA
so:gr,ratio plant shoot to grain,FALSE,NA,NA
so:ro,shoot to root ratio,FALSE,NA,NA
spec gravity,specific gravity,FALSE,NA,NA
species,species,FALSE,NA,NA
spines/u area,spines per unit area,FALSE,NA,NA
spots/le,spots per leaf,FALSE,NA,NA
str:gr,plant straw to grain ratio,FALSE,NA,NA
succ br,successful broods,FALSE,NA,NA
succ br/fm,successful broods per female,FALSE,NA,NA
t/ha gr/t/ha gr,tons per hectare grain over tons per hectare grains plus straw [,FALSE,NA,NA
taxa,taxa,FALSE,NA,NA
tillers/m2,tillers per square meter,FALSE,NA,NA
tons,tons,FALSE,NA,NA
tons/acre,tons per acre,FALSE,NA,NA
tons/ha,tons per hectare,FALSE,NA,NA
top:root,ratio plant top to roots,FALSE,NA,NA
treated:cntl,ratio treated to control,FALSE,NA,NA
trials,trials,FALSE,NA,NA
tsp/2.5 gal,teaspoons per 2.5 gallons,FALSE,NA,NA
tsp/in dbh,teaspoons per inch of diameter at breast height,FALSE,NA,NA
tsp/mound,teaspoons per mound,FALSE,NA,NA
u act,"unit activity (an increase in absorbance at 555 nm of 0.100, wit",FALSE,NA,NA
u act/h,unit activity per hour,FALSE,NA,NA
u-atoms/egg,microatoms per egg,FALSE,NA,NA
u/TI,units per tissue,FALSE,NA,NA
u/co2/50 mg/10 mi,units per carbon dioxide per 50 milligrams per 10 minutes,FALSE,NA,NA
u/d,units per day,FALSE,NA,NA
u/g,units per gram,FALSE,NA,NA
u/mg N2,units per mg N2,FALSE,NA,NA
u/mg TI,units per milligram tissue,FALSE,NA,NA
u2,square microns,FALSE,NA,NA
"u2/300,000 u2","square micrometers per 300,000 micrometers squared",FALSE,NA,NA
u3,cubic microns,FALSE,NA,NA
uBq,microBecquerels,FALSE,NA,NA
uCI/g org,microcuries per gram organism,FALSE,NA,NA
uCi,microCuries,FALSE,NA,NA
uCi/100 g org,microCuries per 100 grams organism,FALSE,NA,NA
uCi/3.6 mg,microCuries per 3.6 milligrams,FALSE,NA,NA
uCi/30 mg,microCuries per 30 milligrams,FALSE,NA,NA
uCi/L,microCuries per liter,FALSE,NA,NA
uCi/g,microCuries per gram,FALSE,NA,NA
uCi/g soil,microcuries per gram soil,FALSE,NA,NA
uCi/kg,microCuries per kilogram,FALSE,NA,NA
uCi/mg,microCuries per milligram,FALSE,NA,NA
uCi/ml,microCuries per milliliter,FALSE,NA,NA
uCi/nmol,microCuries per nanomoles,FALSE,NA,NA
uCi/org,microCuries per organism,FALSE,NA,NA
uCi/ug,microCuries per micrograms,FALSE,NA,NA
uCi/ul,microCuries per microliter,FALSE,NA,NA
uIU/ml,microInternational units per milliliter,FALSE,NA,NA
uL/100 L,microliters per 100 liters,FALSE,NA,NA
uM,microMolar,FALSE,NA,NA
uM B-naph/h/mgP,micromoles beta-naphthalene per hour per milligram protein,FALSE,NA,NA
uM B-naph/h/ml,micromoles beta-naphthalene per hour per milliliter,FALSE,NA,NA
uM BAPNA/mi/mgP,micromoles of BAPNA inhibited per minute per milligram protein,FALSE,NA,NA
uM BAPNA/mi/ml,micromoles of BAPNA inhibited per minute per milliliter,FALSE,NA,NA
uM BTEE/mi/mgP,micromoles BTEE per minute per milligram protein,FALSE,NA,NA
uM P/g,micromoles Phosphorous per gram,FALSE,NA,NA
uM SAPNA/mi/mgP,micromoles of SAPNA inhibited per minute per milligram protein,FALSE,NA,NA
uM SAPNA/mi/ml,micromoles of SAPNA inhibited per minute per milliliter,FALSE,NA,NA
uM TAME/mi/mgP,micromoles TAME per minute per milligram protein,FALSE,NA,NA
uM diet,micromoles diet,FALSE,NA,NA
uM/100 g,microMolar per 100 grams,FALSE,NA,NA
uM/L,microMolar per liter,FALSE,NA,NA
uM/TI,micromoles per tissue,FALSE,NA,NA
uM/cm3,microMolar per cubed centimeter,FALSE,NA,NA
uM/h,micromoles per hour,FALSE,NA,NA
uM/h/l RBC,micromoles per hour per liter red blood cells,FALSE,NA,NA
uM/h/mg pro,micromolar per hour per milligram protein,FALSE,NA,NA
uM/kg,microMolar per kilogram,FALSE,NA,NA
uM/kg wght,micromoles per kilogram weight,FALSE,NA,NA
uM/kg/mi,microMolar per kilogram per minute,FALSE,NA,NA
uM/mg pro,microMolar per milligram protein,FALSE,NA,NA
uM/min/g,microMolar per minute per gram,FALSE,NA,NA
uM/ml,micromolar per milliliter,FALSE,NA,NA
uS/cm,micro Siemens per centimeter,FALSE,NA,NA
uU/ml,microunits per milliliter,FALSE,NA,NA
uV,microVolts,FALSE,NA,NA
ueq/L,microequivalents per liter,FALSE,NA,NA
ueq/g,microequivalents per gram,FALSE,NA,NA
ueq/g pro/mi,microatom equivalents per gram protein per minute,FALSE,NA,NA
ug,micrograms,FALSE,NA,NA
ug %,micrograms percent,FALSE,NA,NA
ug CO2/g dry soil/h,micrograms carbon dioxide per grams dry soil per hour,FALSE,NA,NA
ug GHA/1e+6 c/h,micrograms gamma-glutamylhydroximate per 1X10 +6 cells per hour,FALSE,NA,NA
ug Hg203/g TI,micrograms Hg203 per gram tissue,FALSE,NA,NA
ug N/g,micrograms nitrogen per gram,FALSE,NA,NA
ug NANA/TI,micrograms N-acetyl neuraminic acid per tissue,FALSE,NA,NA
ug O/g pro/mi,micrograms oxygen per gram protein per minute,FALSE,NA,NA
ug PAP/g/20 mi,micrograms peroxidase-anti-peroxidase (PAP) per gram per 20 min,FALSE,NA,NA
ug PAP/g/30 mi,micrograms peroxidase-anti-peroxidase (PAP) per gram per 30 min,FALSE,NA,NA
ug POH/mg pro/m,micrograms phenol per milligrams protein per minute,FALSE,NA,NA
ug Pi/mg,micrograms Pi/milligram,FALSE,NA,NA
ug Pi/mg MIT,micrograms Pi/milligram mitochondria,FALSE,NA,NA
ug Pi/mg TI,micrograms Pi/milligram tissue,FALSE,NA,NA
ug TE/kg,micrograms Toxic Equivalent per kilogram,FALSE,NA,NA
ug TEQ/kg bw/wk,micrograms Toxic Equivalency Concentration per kg bdwt per week,FALSE,NA,NA
ug TTC/mg pro/h,micrograms triphenyl tetrazolium chloride reduced per milligram,FALSE,NA,NA
ug chl/cm2,micrograms chlorophyll per square centimeter,FALSE,NA,NA
ug chl/mg leaf,micrograms chlorophyll per milligram of leaf,FALSE,NA,NA
ug dry diet/d,micrograms dry diet per day,FALSE,NA,NA
ug enz/g/h,microgram enzyme per gram per hour,FALSE,NA,NA
ug frmzn/100 g,micrograms formazan formed per 100 grams tissue,FALSE,NA,NA
ug pro ld/ne,ug proteolipid per nerve pair,FALSE,NA,NA
ug%,microgram percent,FALSE,NA,NA
ug-atoms/L,micrograms atoms per liter,FALSE,NA,NA
ug/0.1 ml/d/org,micrograms per 0.1 milliliter per day per organism,FALSE,NA,NA
ug/0.2 ml diet,micrograms per 0.2 milliliters diet,FALSE,NA,NA
ug/0.5 g,micrograms per 0.5 grams,FALSE,NA,NA
ug/10 g bdwt,micrograms per 10 grams body weight,FALSE,NA,NA
ug/100 g,micrograms per 100 grams,FALSE,NA,NA
ug/100 g bdwt,micrograms per 100 grams body weight,FALSE,NA,NA
ug/100 g bdwt/d,micrograms per 100 grams body weight per day,FALSE,NA,NA
ug/100 g org/d,micrograms per 100 grams organism per day,FALSE,NA,NA
ug/100 g/d,micrograms per 100 grams per day,FALSE,NA,NA
ug/100 mg,micrograms per 100 milligrams,FALSE,NA,NA
ug/100 mg TI,micrograms per 100 milligram tissue,FALSE,NA,NA
ug/100 mg/30mi,micrograms per 100 milligrams per 30 minutes,FALSE,NA,NA
ug/100 mg/h,micrograms per 100 milligrams per hour,FALSE,NA,NA
ug/100 ml RBC,micrograms per 100 milliliters red blood cells,FALSE,NA,NA
ug/100 ml diet,micrograms per 100 milliliters diet,FALSE,NA,NA
ug/2 ml diet,Micrograms per 2 milliliters diet,FALSE,NA,NA
ug/2 org/d,micrograms per 2 organisms per day,FALSE,NA,NA
ug/2.5 ul/h,micrograms per 2.5 microliters per hour,FALSE,NA,NA
ug/200 mg/30 mi,micrograms per 200 milligrams per 30 minutes,FALSE,NA,NA
ug/24 h,micrograms per 24 hours,FALSE,NA,NA
ug/24 h/org,micrograms per 24 hours per organism,FALSE,NA,NA
ug/25 mL,micrograms per 25 milliliters,FALSE,NA,NA
ug/250 g bdwt,micrograms per 250 grams body weight,FALSE,NA,NA
ug/300 g bdwt,micrograms per 300 grams body weight,FALSE,NA,NA
ug/4 d,micrograms per 4 days,FALSE,NA,NA
ug/50 g bdwt,micrograms per 50 grams body weight,FALSE,NA,NA
ug/50 ml,micrograms per 50 milliliters,FALSE,NA,NA
ug/50 ul,micrograms per 50 microliters,FALSE,NA,NA
ug/500 g,micrograms per 500 grams,FALSE,NA,NA
ug/72 h,micrograms per 72 hours,FALSE,NA,NA
ug/L diet,micrograms per liter diet,FALSE,NA,NA
ug/L/d,micrograms per liter per day,FALSE,NA,NA
ug/L/hr,microgram per liter per hour,FALSE,NA,NA
ug/TI,micrograms per tissue,FALSE,NA,NA
ug/bee,micrograms per bee,FALSE,NA,NA
ug/branch,micrograms per branch,FALSE,NA,NA
ug/cell,micrograms per cell,FALSE,NA,NA
ug/cm2,micrograms per square centimeter,FALSE,NA,NA
ug/cm2 lf,micrograms per square centimeter leaf,FALSE,NA,NA
ug/cm2 org,micrograms per square centimeter of organism,FALSE,NA,NA
ug/cm2/d,micrograms per square centimeter per day,FALSE,NA,NA
ug/d,micrograms per day,FALSE,NA,NA
ug/d/org,micrograms per day per organism,FALSE,NA,NA
ug/disk,micrograms per disk,FALSE,NA,NA
ug/dl,micrograms per deciliter,FALSE,NA,NA
ug/dm3,micrograms per cubic decimeter,FALSE,NA,NA
ug/dm3 diet,micrograms per cubic decimeter diet,FALSE,NA,NA
ug/egg,micrograms per egg,FALSE,NA,NA
ug/em,micrograms per embryo,FALSE,NA,NA
ug/eu,micrograms per experimental unit,FALSE,NA,NA
ug/eu/d,micrograms per experimental unit per day,FALSE,NA,NA
ug/fish,micrograms per fish,FALSE,NA,NA
ug/g,micrograms per gram,FALSE,NA,NA
ug/g CREA,micrograms per gram creatinine,FALSE,NA,NA
ug/g LD wt,micrograms per gram lipid weight,FALSE,NA,NA
ug/g OC,micrograms per gram Organic Carbon,FALSE,NA,NA
ug/g TI,micrograms per gram tissue,FALSE,NA,NA
ug/g agar,micrograms per gram agar,FALSE,NA,NA
ug/g ash,micrograms per gram ash,FALSE,NA,NA
ug/g bdwt,micrograms per gram body weight,FALSE,NA,NA
ug/g bdwt/d,micrograms per gram body weight per day,FALSE,NA,NA
ug/g bdwt/h,micrograms per gram body weight per hour,FALSE,NA,NA
ug/g bdwt/wk,micrograms per gram body weight per week,FALSE,NA,NA
ug/g diet,micrograms per gram diet,FALSE,NA,NA
ug/g dry cmpst,micrograms per gram dry compost,FALSE,NA,NA
ug/g dry diet,micrograms per gram dry diet,FALSE,NA,NA
ug/g dry diet/d,micrograms per gram dry diet per day,FALSE,NA,NA
ug/g dry soil,micrograms per gram dry soil,FALSE,NA,NA
ug/g dry soil/h,micrograms per gram dry soil per hour,FALSE,NA,NA
